AC_SERIAL,FAULT_DATE,FAULT_LINE_TEXT,FAULT_ID,ACTION_DATE,ACTION_TEXT,REMOVED_PART_NUMBER,REMOVED_PART_SERIAL,INSTALLED_PART_NUMBER,INSTALLED_PART_SERIAL,WDC,WDC Description,TMC,TMC Description,ATC,ATC Description,HMC,HMC Description,P
841501.0,2012-06-14,SLIDING DOOR BONDING PLATE HAS CRACK,37748,2012-06-15,REPLACED BONDING PLATE WITH NEW,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,190,CRACKED,0
929107.0,2010-05-05,SLIDING DOOR HEELS LIGHT DIM.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,38689,2010-05-05,SLIDING DOOR HEELS BATTERY REPLACED. WSP 3035772.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
929107.0,2010-03-04,SLIDING FAIRING TRACKS WORN.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,38394,2010-03-04,SLIDING FAIRING TRACKS REPAIRED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",20,"CUT, WORN, FRAYED, CHAFFED, OR TORN",0
215297.0,2009-04-15,SSI # 92-016 TO BE COMPLIE WITH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,38612,2009-04-15,"SSI #92-016 C/W FIREWALL FLANGE (L/H),PACKING(L/H), SPLIT RING, NUT,FUEL CROSSFEED MANIFOLD (L/H), CHECK VALVE(R/H),SEAL,PACKING &SEAL REPLACED, FUEL SELECTOR VALVE (L/H) REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",1
537340.0,2009-02-25,STABILIZER/STABILIZER STRUT REMOVED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,38294,2009-02-25,STABILIZER/STABILIZER STRUT INSTALLED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT,0
387821.0,2007-01-03,STACBOARD POSITION LIGHT FLICKERING LIKE A STROBE LIGHT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,38500,2007-01-03,COULD NOT FAULT GRD CHECKED SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
593535.0,2011-09-16,STANDBY ATT IND TOPPLING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,38256,2011-09-16,ATT IND REPLACED. WSP 1349551.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",1
841501.0,2010-12-11,STANDBY ATTITUDE INDICATOR POWER SWITCH ROBBED TO SERVICE QCH. WSP3041811.,38345,2010-12-15,STANDBY ATTITUDE INDICATOR POWER SWITCH REPLACED. WSP 3041811.,,,,,J,PREFLIGHT; SRVC/OPERATOR INSP,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2008-12-15,STANDBY BAROMETRIC ALTIMETRIC SHOWING 501' LOW                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,38218,2008-12-15,CHECKED SERVICEABLE AS PER FLIGHT PROCEDURES MANUAL SA S92A-FCP-000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
215297.0,2009-01-25,STANDBY COMPASS U/S                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,38240,2009-01-25,STANDBY COMPASS REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
841501.0,2010-09-16,STANDBY HORIZON FAILED TO ERECT.,38136,2010-09-16,EMEGRENCY POWER SUPPLY BREAKER RESET. GROUND CHECKED SERVICEABLE.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,644,BUILT-IN-TEST/AUTOTEST/DIAG INDICATED FAULT,0
593535.0,2011-04-18,STANDBY MAGNETIC COMPASS REQUIRES SWING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,37762,2011-04-18,DEFECT TRANSCRIBED TO T/C 1346048.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2009-05-01,START ATTEMPT OF BOTH ENGINES FOR IGNITER REPLACEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,38588,2009-05-01,BOTH ENGINE'S START ATTEMPTS ACCOMPLISHED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,,,,,B,BEFORE FLIGHT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
929107.0,2010-04-12,STARTER #1 INADVERTENTLY LEFT ON FOR 2 1/2 - 3 MINUTES DURING WATERWASH.,38589,2010-04-12,#1 ENGINE STARTER INSPECTED AND FUNCTION CHECKED SERVICEABLE.,,,,,B,BEFORE FLIGHT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
929107.0,2009-11-23,STATIC DISCHARGER BROKEN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,37922,2009-11-23,STATIC DISCHARGER REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,70,BROKEN,0
215297.0,2009-02-28,STATIC DISCHARGER TO BE REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,38451,2009-02-28,STATIC DISCHARGER REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
387821.0,2006-12-13,STBY BATTERY SWITCH U/S                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,38422,2006-12-13,SWITCH REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
593535.0,2011-04-16,"STBY POS. ON ROTARY KNOB FOR WX RADAR DOES NOT PLACE RADAR IN STBY. THE""FB"" POS IS THE ACTUAL POS THE KNOB MUST BE PLACED FOR RADAR IN STBY.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",37745,2011-04-16,DEFECT TRANSCRIBED TO T/C 1345365. DEFECT TO BE CLEARED WITH NEW P700WX RADAR INSTALLATION UPGRADE.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT,0
537340.0,2009-04-07,STD BY ALTIMETER 100 DIFFERENCE WITH TWO MAIN ONES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,38470,2009-04-07,STBY ALTIMETER REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",1
601283.0,2007-05-20,SWITCH REMOVED TO SERVICE GSCH PARKIN BRAKE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,37783,2007-05-20,PARKING BRAKE SWITCH INSTALLED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT,0
601283.0,2007-05-17,SWT REMOVED TO SERVICE GSCH PARKING BRAKE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,37777,2007-05-17,#2 PARKING BRAKE VALVE PRESS SWT REMOVED CARRIED OUT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
601283.0,2007-10-10,T/R BAL REQUIRED FOR HARNESS REPLACEMENTS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,38404,2007-10-10,T/R BALANCE CARRIED OUT @ .18IPS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
628724.0,2010-09-18,T/R BALANCE CHECK REQUIRED FOR #1 & #4 TRB BOOT REPLACEMENT.,37959,2010-09-18,TAIL ROTOR BALANCE CHECK C/O. (0.04 IPS) IAW AMM 18-12-01.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2009-05-25,T/R BALANCE CHECK REQUIRED FOR TRB REPLACEMENT,38677,2009-05-25,T/R BALANCE CHECK COMPLETED @ 0.03 IPS,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2009-03-01,T/R BALANCE CHECK TO BE CARRIED OUT FOR BLADE INSTALL,38131,2009-03-03,T/R BALANCE COMPLETE,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
929107.0,2010-03-08,T/R BALANCE REQUIRED FOR TRB REPLACEMENT. (0128)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,38415,2010-03-08,TAIL ROTOR BALANCE C/O. WSP 3033596.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
841501.0,2011-03-21,T/R BALANCE RQUIRED.,38502,2011-03-21,T/R BALANCED TO 0.06 IPS.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
841501.0,2010-08-22,T/R BALANCE TO BE C/O AS PER WEEKLY HUMS REPORT.,38078,2010-08-22,T/R BALANCE C/O. WSP 3038573.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
659306.0,2007-12-14,"T/R BLADE ATTACHMENT BOLT STABILIZATION CHECK TO BE CARRIED OUT ONBLADES 2, 3, 4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",37747,2007-12-14,"T/R BLADE STABILIZATION CHECK CARRIED OUT ON ATTACHMENT BOLTS ON BLADES2, 3 , 4 BLADE #2 DID NOT BLADE 2 WILL BE DONE AGAIN 32.8-42.8 AFT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",,,,,M,PERIODIC/SCHEDULED INSP,P,PERIODIC/PHASED INSPECTION,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
