AC_SERIAL,FAULT_DATE,FAULT_LINE_TEXT,FAULT_ID,ACTION_DATE,ACTION_TEXT,REMOVED_PART_NUMBER,REMOVED_PART_SERIAL,INSTALLED_PART_NUMBER,INSTALLED_PART_SERIAL,WDC,WDC Description,TMC ,TMC Description,ATC,ATC Description,HMC,HMC Description
841501.0,2011-05-10,NLG TIRES CRACKED/DRY ROTTED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,38596.0,2011-05-10,Removed: 0243-0913-022  8231-1009B  Installed: 0243-0913-022  7152-01B09,0243-0913-022       ,8231-1009B     ,0243-0913-022       ,7152-01B09     ,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,190,CRACKED
387821.0,2006-08-17,"NO ADVISORY/WARNING FOR RAMP OPEN,CB POPPING DUE TO CARGO UPPER DOORSWITCH HAS INTERNAL SHOR.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",37880.0,2006-08-17,CARGO UPPER DOOR SWITCH REPLACED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
841501.0,2010-07-27,NO AIR FLOW INDICATOR (#1 HYDRAULIC HEAT EXCHANGER),37996.0,2010-07-29,ACTUATOR ASSY ADJUSTED. #1 HYDRAULIC HEAT EXCHANGER. WSP 3037534.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
841501.0,2010-07-27,NO AIR FLOW INDICATOR (#1 HYDRAULIC HEAT EXCHANGER)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,37994.0,2010-07-27,ACTUATOR ASSY ADJUSTED. #1 HYDRAULIC HEAT EXCHANGER. WSP 3037534.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
458276.0,2010-11-18,NO AUDIO ON TCAS/TERRAIN MODE N/A  MEL 34-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,38245.0,2010-11-18,Removed: 496-0155-925  75M02-6K92E  Installed: 496-0155-925  7E0K9-2277M,496-0155-925        ,75M02-6K92E    ,496-0155-925        ,7E0K9-2277M    ,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
458276.0,2010-11-18,NO AUDIO ON TCAS/TERRAIN MODE N/A  MEL 34-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,38245.0,2010-11-18,EGPWS COMPUTER REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
659306.0,2008-05-26,NO HOIST POWER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,38091.0,2008-05-26,EMERGENCY SHUT OFF CYCLED AND SWITCHED TO INBOARD HOIST POSITION. CHECKED SERVICABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
387821.0,2006-12-16,NO PARKING BRAKE ADVISORY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,38443.0,2006-12-16,PARKING BRAKE FUNCTION CHECKED DURING GROUND RUN SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
929107.0,2009-11-02,NO PLACARDS ON SAR DOOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,37850.0,2009-11-02,SAR DOOR REMOVED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
215297.0,2008-10-11,NOSE CRASH SWITCH REMOVE TO SERV MCH,37861.0,2008-10-16,INSTALLED NOSE GEAR CRASH SWITCH,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT
215297.0,2009-04-01,NOSE WHEEL SHIMMY ON LDG (15K)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,38574.0,2009-04-01,NOSE WHEEL SHIMMY DAMPER FORCE CHECKED SERVICEABLE IN ACCORDANCE WITHAMM 32-23-01-200-001 NLG STRUT CLEANED AND STRUT SEAL CLEANED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
929107.0,2010-05-04,OBSERVER SEAT TO BE INSTALLED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,38683.0,2010-05-04,W&B CONFIG TO BE CALCULATED MANUALLY.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
929107.0,2010-05-04,OBSERVER SEAT TO BE REMOVED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,38687.0,2010-05-04,W&B CONFIG #2 NOW IN EFFECT.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
215297.0,2009-03-17,OIL COOLER & BLOWER REMOVED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,38501.0,2009-03-17,OIL COOLER & BLOWER ASSY INSTALLED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT
387821.0,2007-01-24,OIL COOLER BLOWER FAN BLADE DAMAGED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,38613.0,2007-01-24,OIL COOLER BLOWER FAN REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,311,"DAMAGED/DEFECTIVE COMPONENT, BULB, TRANSISTER, IC, FUSE, ECT"
929107.0,2009-11-18,OIL COOLER VIBE LIMIT EXCEEDANCES FOUND IN HUMS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,37897.0,2009-11-18,Removed: 06093-17048-132  5141-4C041  Installed: 06093-17048-132  6115-154C0,06093-17048-132     ,5141-4C041     ,06093-17048-132     ,6115-154C0     ,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
929107.0,2009-11-18,OIL COOLER VIBE LIMIT EXCEEDANCES FOUND IN HUMS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,37897.0,2009-11-18,OIL COOLER BLOWER FAN & BEARING SENSOR REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
841501.0,2010-10-02,OIL LEAK FROM IGB OUTPUT AND TGB INPUT.,38204.0,2010-10-02,"ORING REPLACED ON IGB OUTPUT PINION SHAFT. SEAL, SLEEVE AND ORINGREPLACED ON TGB INPUT.",,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,381,"LEAKING, INTERNAL OR EXTERNAL"
841501.0,2010-10-02,OIL LEAK FROM IGB OUTPUT AND TGB INPUT.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,38198.0,2010-10-02,"ORING REPLACED ON IGB OUTPUT PINION SHAFT. SEAL, SLEEVE AND ORINGREPLACED ON TGB INPUT.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,381,"LEAKING, INTERNAL OR EXTERNAL"
593535.0,2011-05-18,"ON APPROACH (COUPLED) TO CYFB, AP 2 CAUTION AND DECOUPLE FOLLOWED BYAP 1 CAUTION.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ",37871.0,2011-05-18,AUTOPILOT'S 1&2 GROUND CHECKED SERV. (MBIT/PBIT). FLIGHT CHECK OF AUTO-PILOT'S REQUIRED TO CONFIRM SERV. UNABLE TO COMPLETE FLIGHT CHECK.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
929107.0,2009-11-09,OUTBOARD STATIC WICK CRACKED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,37873.0,2009-11-09,OUTBOARD STATIC WICK REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,190,CRACKED
537340.0,2009-03-08,OVER TEMP LIGHT ON WHEN POWER TURNED ON INBOARD HOIST                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,38390.0,2009-03-08,REMOTE POWER CONTROLLER INBOARD HOIST REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
628724.0,2010-10-23,P/A SYSTEM UNREABLE IN CABIN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,38116.0,2010-10-23,P/A SYSTEM GROUND CHECKED SERVICEABLE.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
841501.0,2011-01-12,P3 TUBE ASSY REMOVED FROM #2 ENGINE TO SERVICE DKN.,38425.0,2011-01-23,P3 TUBE ASSY AND TEE FITTING INSTALLED. WSP 3253046.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT
841501.0,2011-01-12,P3 TUBE ASSY REMOVED FROM #2 ENGINE TO SERVICE DKN.,38429.0,2011-01-23,P3 TUBE ASSY AND TEE FITTING INSTALLED. WSP 3253046.,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,Q,INSTALLED,799,NO DEFECT
601283.0,2007-07-01,PA BARELY AUDIBLE & TOO LOW IN FLIGHT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,37930.0,2007-07-01,PA OUTPUT GAIN KNOB ADJUSTED GROUND TESTED SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
601283.0,2007-06-18,PA GARBLED FROM LH SEAT RECORDING OK BUT PILOT GARBLED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,37891.0,2007-06-18,PA ADJUSTED VOLUME CHECKED SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN"
